chat_id,source,sender,receiver,timestamp,message,direction
WA_Jad_012330,WhatsApp,,,2025-11-14T01:13:00,"13/11/2025, 22:34 - Messages and calls are end-to-end encrypted. Only people in this chat can read, listen to, or share them. Learn more.",inbound
WA_Jad_012330,WhatsApp,Jad,Jad,2025-11-14T01:14:00,BroMovie night this weekend?,inbound
WA_Jad_012330,WhatsApp,Forensics11,Jad,2025-11-14T01:14:00,Yes!Finally some free time,outbound
WA_Layla_012412,WhatsApp,,,2025-11-14T00:36:00,"14/11/2025, 00:36 - Messages and calls are end-to-end encrypted. Only people in this chat can read, listen to, or share them. Learn more.",inbound
WA_Layla_012412,WhatsApp,Layla,Layla,2025-11-14T00:38:00,Are you coming for lunch tomorrow?Your sister will be there,inbound
WA_Layla_012412,WhatsApp,Forensics11,Layla,2025-11-14T00:38:00,I'll try mamaDepends on meetings,outbound
WA_Michel_012314,WhatsApp,,,2025-11-10T11:12:00,"10/11/2025, 11:08 - Messages and calls are end-to-end encrypted. Only people in this chat can read, listen to, or share them. Learn more.",inbound
WA_Michel_012314,WhatsApp,Forensics11,Michel,2025-11-11T21:36:00,.,outbound
WA_Michel_012314,WhatsApp,Forensics11,Michel,2025-11-11T21:36:00,.,outbound
WA_Michel_012314,WhatsApp,Forensics11,Michel,2025-11-14T01:15:00,.,outbound
WA_Michel_012314,WhatsApp,Forensics11,Michel,2025-11-14T01:16:00,.,outbound
WA_Michel_012314,WhatsApp,Michel,Michel,2025-11-14T01:16:00,Don't forget the USB from your drawer tomorrow,inbound
WA_Michel_012314,WhatsApp,Forensics11,Michel,2025-11-14T01:16:00,Sure dad,outbound
WA_Nadia_012359,WhatsApp,,,2025-11-13T22:40:00,"13/11/2025, 22:31 - Messages and calls are end-to-end encrypted. Only people in this chat can read, listen to, or share them. Learn more.",inbound
WA_Nadia_012359,WhatsApp,Nadia,Nadia,2025-11-13T22:40:00,Morning Alex,inbound
WA_Nadia_012359,WhatsApp,Nadia,Nadia,2025-11-13T22:41:00,Did you finalize the updates for project Alpha?,inbound
WA_Nadia_012359,WhatsApp,Forensics11,Nadia,2025-11-13T22:42:00,Morning!,outbound
WA_Nadia_012359,WhatsApp,Forensics11,Nadia,2025-11-13T22:42:00,"Yes, almost done",outbound
WA_Nadia_012359,WhatsApp,Forensics11,Nadia,2025-11-13T22:43:00,Sending the updated specs after my meeting,outbound
WA_Nadia_012359,WhatsApp,Nadia,Nadia,2025-11-13T22:43:00,Perfect,inbound
WA_Nadia_012359,WhatsApp,Nadia,Nadia,2025-11-13T23:55:00,Share the pdf when ready,inbound
WA_Nadia_012359,WhatsApp,Nadia,Nadia,2025-11-13T23:55:00,"Just saw the pdf, thanks",inbound
WA_Nadia_012359,WhatsApp,Nadia,Nadia,2025-11-13T23:56:00,Can you send the raw numbers too?,inbound
WA_Nadia_012359,WhatsApp,Forensics11,Nadia,2025-11-14T01:01:00,I'll wrap them into one excel and share shortly,outbound
WA_Nadia_012359,WhatsApp,Nadia,Nadia,2025-11-14T01:01:00,Morning!Are the results ready?,inbound
WA_Nadia_012359,WhatsApp,Forensics11,Nadia,2025-11-14T01:01:00,Working on last adjustments,outbound
WA_Samir_012344,WhatsApp,,,2025-11-13T22:44:00,"13/11/2025, 22:32 - Messages and calls are end-to-end encrypted. Only people in this chat can read, listen to, or share them. Learn more.",inbound
WA_Samir_012344,WhatsApp,Forensics11,Samir,2025-11-13T22:44:00,Hi Samir,outbound
WA_Samir_012344,WhatsApp,Forensics11,Samir,2025-11-13T22:45:00,I uploaded alpha_specs_v2.pdf on the shared drive,outbound
WA_Samir_012344,WhatsApp,Samir,Samir,2025-11-13T22:45:00,got it,inbound
